Filename,Extracted Values
X8Y4T78O,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4T8NS,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4T8P4,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4T8PC,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '100', 'Net assets  ': '100', 'Issued share capital': 'NaN', ' ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4T9BL,"{'Fixed Assets  32867': '50398', 'Current Assets  127478': '145751', 'Creditors: amounts falling due within one year  (99872': '-120686', 'Net current assets (liabilities)  27606': '25065', 'Total assets less current liabilities  60473': '75463', 'one Creditors: amounts falling due after more than': 'NaN', '.282': '-14', 'Total net assets (liabilities)  60473': '61181', 'Capital and reserves  60473': '61181'}"
X8Y4TAXD,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4TBSP,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4TCB6,"{'Current assets ': 'NaN', 'Creditors: Amounts Falling Due Within One Year ': 'NaN', 'NET CURRENT ASSETS ': 'NaN', 'TOTAL ASSETS LESS CURRENT LIABILITIES ': 'NaN', 'NET ASSETS ': 'NaN', 'CAPITAL AND RESERVES ': 'NaN'}"
X8Y4TCWB,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '01', 'Net assets o o': '1', 'Issued share capital': 'NaN', ' Ordinary Share of Af 0.0 each 0.0 0.0': '1', 'Total Shareholder funds .1 .1': '0'}"
X8Y4TD22,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds z.': '2'}"
X8Y4TD2I,"{' Called up share capital not paid': '100', 'Net assets ': '100', 'Tssued share capital': 'NaN', '  Ordinary Shares of Af | each': 'NaN', 'Total Shareholder funds ': '100'}"
X8Y4TDK0,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4TDOJ,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY Share of Af | each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4TFAZ,"{'Current Assets  478': '1631', 'Creditors: amounts falling due within one year  (731': '-984', 'Net current assets  (liabilities) (253': '647', 'Total assets less current liabilities  (253': '647', 'Creditors: amounts falling due after more than one year ': 'NaN', 'Total net assets (liabilities)  (266': '647', 'Capital and reserves  (266': '647'}"
X8Y4TG1N,"{'Fixed assets  ': '7976', 'Current assets  ': 'NaN', 'Prepayments and accrued income -  ': 'NaN', 'Creditors: amounts falling due': 'NaN', 'Net current liabilities  (2335': '-2335', 'Total assets less current liabilities  ': '5641', 'Accruals and deferred income  (40': '-40', 'Net assets  ': '5601', 'Capital and reserves  ': '5601'}"
X8Y4TGYA,"{'. . Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand .00 .00': '1', 'Net assets .00 .00': '1', 'Issued share capital': 'NaN', ' Ordinary Shares of AÂ£.00 each .00 .00': '1', 'Total Shareholder funds .00 .00': '1'}"
X8Y4TGZ6,"{'Current Assets ': '21293', 'Creditors: amounts falling due within one year ': '-7897', 'Net current assets (liabilities)': '13396', 'Total assets less current liabilities ': '13396', 'Total net assets (liabilities)': '13396', 'Capital and reserves ': '13396'}"
X8Y4THD4,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4TJ1O,"{'Called up share capital not paid  ': '63', 'Net assets  ': '63', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each  ': '63', 'Total Shareholder funds  ': '63'}"
X8Y4TJ1S,"{'Current Assets ': '31263', 'Creditors: amounts falling due within one year ': '-24054', 'Net current assets (liabilities)': '7209', 'Total assets less current liabilities ': '7209', 'Total net assets (liabilities)': '7209', 'Capital and reserves ': '7209'}"
X8Y4TKGH,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4TKLK,"{'  Called up share capital not paid': 'NaN', 'Net assets  ': '100', 'Tssued share capital': 'NaN', '   Ordinary Shares of Af | each': 'NaN', 'Total Shareholder funds  ': '100'}"
X8Y4TKPN,"{'Current Assets  ': '2124', 'Creditors: amounts falling due within one year  ': '-250', 'Net current assets (liabilities) ': '1874', 'Total assets less current liabilities  ': '1874', 'Creditors: amounts falling due after more than one': 'NaN', '. .628': 'NaN', 'Total net assets (liabilities) ': '-88754', 'Capital and reserves  ': '-88754'}"
X8Y4TLIR,"{'Called up share capital not paid': 'NaN', 'Current Assets  185': '320', ' Prepayments and accrued income': '135', 'Net current assets (liabilities)  185': '455', 'Total assets less current liabilities  186': '456', 'Total net assets (liabilities)  186': '456', 'Capital and reserves  186': '456'}"
X8Y4TOYI,"{'Fixed Assets  105': '53', 'Current Assets  3057': '3405', 'Creditors: amounts falling due within one year  (2940': '-360', 'Net current assets (liabilities)  It?': '3045', 'Total assets less current liabilities  222': '3098', 'Total net assets (liabilities)  222': '3098', 'Capital and reserves  222': '3098'}"
X8Y4TQB7,"{'Fixed Assets  23766': '33943', 'Current Assets  192707': '201078', 'Creditors: amounts falling due within one year  (61243': '-59142', 'Net current assets (liabilities)  131464': '141936', 'Total assets less current liabilities  155230': '175879', 'Total net assets (liabilities)  155230': '175879', 'Capital and reserves  155230': '175879'}"
X8Y4TQBN,"{'Called up share capital not paid  ': 'NaN', 'Net assets  ': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4TU43,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital': 'NaN', ' ORDINARY SHARES of Afl each': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY SHARES of Afl each ': '100', 'Total shareholder funds ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Ag the': 'NaN'}"
X8Y4TUMQ,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital': 'NaN', ' ORDINARY SHARES of Afl each': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY SHARES of Af1l each ': '100', 'Total shareholder funds ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Ag the': 'NaN'}"
X8Y4TUOQ,"{'Assets': 'NaN', 'Cash at bank and in hand .00 .00': '100', 'Net assets .00 .00': '100', 'Capital & reserves': 'NaN', 'Fully paid called up share capital .00 .00': '100', 'Shareholder funds .00 .00': '100'}"
X8Y4TUUB,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital': 'NaN', ' ORDINARY SHARES of Afl each': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY SHARES of Af1l each ': '100', 'Total shareholder funds ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Ag the': 'NaN'}"
X8Y4TV08,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital': 'NaN', ' ORDINARY SHARES of Afl each': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY SHARES of Af1l each ': '100', 'Total shareholder funds ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Ag the': 'NaN'}"
X8Y4TV40,"{'Fixed Assets  164467': '9978', 'Current Assets  23350': '25727', 'Creditors: amounts falling due within one year  (101463': '-30365', 'Net current assets (liabilities)  (78113': '-4638', 'Total assets less current liabilities  86354': '5340', 'Total net assets (liabilities)  86354': '5340', 'Capital and reserves  86354': '5340'}"
X8Y4TVGA,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital': 'NaN', ' ORDINARY SHARES of Afl each': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY SHARES of Af1l each ': '100', 'Total shareholder funds ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Ag the': 'NaN'}"
X8Y4TVKZ,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4TW66,"{'  Called up share capital not paid': 'NaN', 'Net assets  ': '100', 'Tssued share capital': 'NaN', '   A Ordinary Shares  of Af each': '1', ' B Ordinary Shares 1 of Af each  ': '25', ' C Ordinary Shares 1 of Af each  ': '50', 'Total Shareholder funds  ': '100'}"
X8Y4TXQQ,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4TYE1,"{'Current Assets  9235': '26077', 'Creditors: amounts falling due within one year  (3620': '-18548', 'Net current assets (liabilities)  5615': '7529', 'Total assets less current liabilities  5615': '7529', 'Total net assets (liabilities)  5615': '7529', 'Reserves  5615': '7529'}"
X8Y4TYSR,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4TZRK,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4TZVK,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4U0G3,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Capital and reserves': 'NaN', 'Called up share capital': 'NaN', 'Shareholders funds': 'NaN'}"
X8Y4U0RL,"{'Current Assets  5445': '6478', 'Creditors: amounts falling due within one year  (3655': '-3675', 'Net current assets (liabilities)  1790': '2803', 'Total assets less current liabilities  1790': '2803', 'Creditors: amounts falling due after more than one': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves .': 'NaN'}"
X8Y4U0TL,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '100', 'Net assets  ': '100', 'Issued share capital': 'NaN', ' ord Shares of 47 | each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4U0VT,"{'Fixed Assets  15051': '11207', 'Current Assets  61719': '222679', 'Creditors: amounts falling due within one year  (34382': '-99640', 'Net current assets (liabilities)  27337': '123039', 'Total assets less current liabilities  42388': '134246', 'Total net assets (liabilities)  42388': '134246', 'Capital and reserves  42383': '134246'}"
X8Y4U2BD,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4U37L,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4U3IJ,"{' Called up share capital not paid': '1', 'Fixed Assets': 'NaN', 'Current Assets': 'NaN', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities': 'NaN', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y4U3UP,"{'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4U4O1,"{'Fixed Assets  254': '1103', 'Current Assets  5612': '3158', 'Creditors: amounts falling due within one year  (25831': '-31748', 'Net current assets (liabilities)  (20219': '-28590', 'Total assets less current liabilities  (19965': '-27487', 'Total net assets (liabilities)  (19965': '-27487', 'Capital and reserves  (19965': '-27487'}"
X8Y4U4ZM,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4U51F,"{'Current assets ': 'NaN', 'Creditors: amounts falling due within one year  (26109': 'NaN', 'Net Current Liabilities  (26033': '-26366', 'Total assets less current liabilities } (26033': '-26366', 'Accruals and deferred income  ': '325', 'Net Liabilities  (26358': '-26691', 'Capital and reserves  (26358': '-26691', 'registered in registered number . Registered office  Reddish RoadReddishStockportCheshireSK QU': 'NaN'}"
X8Y4U5TV,"{'  Called up share capital not paid': 'NaN', 'Net assets  ': '10000', 'Tssued share capital': 'NaN', '   Ordinary Shares  of Ag each': 'NaN', 'Total Shareholder funds  ': '10000'}"
X8Y4U6QJ,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4U77U,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY Share of Af | each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4U81M,"{'Fixed Assets  325': '163', 'Current Assets  3695': '2956', 'Creditors: amounts falling due within one year  (4780': '-4143', 'Net current assets (liabilities)  (1085': '-1187', 'Total assets less current liabilities  (760': '-1024', 'Total net assets (liabilities)  (760': '-1024', 'Capital and reserves .024 (760': '-1'}"
X8Y4U856,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4U8BF,"{'Fixed Assets ': '1090', 'Current Assets ': '9037', 'Creditors: amounts falling due within one year ': '-8000', 'Net current assets (liabilities)': '1037', 'Total assets less current liabilities ': '2127', 'Accruals and deferred income ': '-1100', 'Total net assets (liabilities)': '1027', 'Capital and reserves ': '1027'}"
X8Y4U8V6,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY Share of Af | each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4U8YA,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand  ': 'NaN', 'Net assets  ': 'NaN', 'Authorised share capital': 'NaN', ' Ordinary of Afl each': 'NaN', 'Issued share capital': 'NaN', '   Ordinary of Afl each': '100', 'Total shareholder funds  ': 'NaN', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Af the': 'NaN'}"
X8Y4U963,"{'Called up share capital not paid ': '100', 'Fixed Assets': 'NaN', 'Current Assets ': '5659', 'Prepayments and accrued income - Creditors: amounts falling due within one year ': '-4659', 'Net current assets (liabilities)': '1000', 'Total assets less current liabilities ': '1100', ' Creditors: amounts falling due after more than one year': '0', 'Provisions for liabilities ': '0', 'Accruals and deferred income ': '-1000', 'Total net assets (liabilities)': '100', 'Capital and reserves ': '100'}"
X8Y4U974,"{'Called up share capital not paid . .': '0', 'Current assets': 'NaN', 'Cash at bank and in hand .20 .20': '100', 'Net assets .20 .20': '100', 'Issued share capital': 'NaN', ' B Ordinary Shares of AÂ£0.10 each 0.0 0.0': '2', ' Ordinary Shares of AÂ£1.00 each .00 .00': '100', 'Total Shareholder funds .20 .20': '100'}"
X8Y4U9G1,"{'Fixed assets ': '262', 'Current assets ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current assets ': '24269', 'Total assets less current liabilities ': '24531', 'Net assets ': '24531', 'Capital and reserves ': '24531'}"
X8Y4UBJF,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY Share of Af | each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UBL0,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UBMG,"{'Current assets ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current liabilities ': '-1739', 'Total assets less current liabilities ': '-1739', 'Net liabilities ': '-1739', 'Capital and reserves ': '-1739'}"
X8Y4UC77,"{'Current assets': 'NaN', 'Cash at bank and in hand ': 'NaN', 'Net assets ': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each ': 'NaN', 'Total Shareholder funds ': 'NaN'}"
X8Y4UCJL,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UCQQ,"{'Fixed Assets  ': '157853', 'Current Assets  us Creditors: amounts falling due within one year (614) (576': '5354', 'Net current assets (liabilities)  (576': '4740', 'Total assets less current liabilities  157277': '162593', 'Creditors: amounts falling due after more than one': 'NaN', '. .469': 'NaN', 'Total net assets (liabilities)  146808': '152124', 'Capital and reserves  146808': '152124'}"
X8Y4UDKA,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UDNM,"{'Called up share capital not paid ': 'NaN', 'Net assets ': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each ': 'NaN', 'Total Shareholder funds ': 'NaN'}"
X8Y4UDTN,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UECQ,"{'Current assets  ': '31121', 'Creditors: Amounts Falling Due Within One Year  ) ': '-18581', 'NET CURRENT ASSETS  ': '12540', 'TOTAL ASSETS LESS CURRENT LIABILITIES  ': '12540', 'NET ASSETS  ': '12540', 'CAPITAL AND RESERVES  ': '12540'}"
X8Y4UESO,"{'Current Assets ': '2000', 'Creditors: amounts falling due within one year ': '-1642', 'Net current assets (liabilities)': '358', 'Total assets less current liabilities ': '358', 'Total net assets (liabilities)': '358', 'Capital and reserves ': '358'}"
X8Y4UEZT,"{'Current assets  ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current assets  1799': '1814', 'Total assets less current liabilities  1799': '1814', 'Accruals and deferred income  (1000': '-700', 'Net assets  799': '1114', 'Capital and reserves  799': '1114'}"
X8Y4UF29,"{'Current Assets  ': '31569', 'Prepayments and accrued income ': 'NaN', 'Creditors: amounts falling due within one . (21138': '-21138', 'Net current assets (liabilities) ': '12134', 'Total assets less current liabilities  ': '12134', 'Total net assets (liabilities) ': '12134', 'Capital and reserves  ': '12134'}"
X8Y4UF5E,"{'Called up share capital not paid  ': '10', 'Net assets  ': '10', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each  ': '10', 'Total Shareholder funds  ': '10'}"
X8Y4UFO8,"{'Current Assets  96808': '27507', 'Creditors: amounts falling due within one year ': 'NaN', 'Net current assets (liabilities)  76090': '27507', 'Total assets less current liabilities  76090': '27507', 'Total net assets (liabilities)  76090': '27507', 'Capital and reserves  76090': '27507'}"
X8Y4UFZM,"{'Net assets': 'NaN', 'Reserves I': 'NaN'}"
X8Y4UGJT,"{'Called up share capital not paid  ': 'NaN', 'Net assets  ': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4UGVM,"{'Current Assets ': '9062', 'Creditors: amounts falling due within one year ': '-2027', 'Net current assets (liabilities)': '7035', 'Total assets less current liabilities ': '7035', 'Total net assets (liabilities)': '7035', 'Capital and reserves ': '7035'}"
X8Y4UI1O,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UI8P,"{'Called up share capital not paid  ': 'NaN', 'Net assets  ': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4UJ1T,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UKE8,"{'Called up share capital not paid  ': 'NaN', 'Capital and reserves  ': 'NaN', 'income and incurred no expenditure and therefore no profit and loss account is presented in these financial statements.': 'NaN'}"
X8Y4UKFK,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY Share of Af | each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UKFS,"{'Current Assets  ': '58357', 'Creditors: amounts falling due within one year y (': '170', 'Net current assets (liabilities) ': '58187', 'Total assets less current liabilities  ': '58187', 'Total net assets (liabilities) ': '58187', 'Capital and reserves  ': '58187'}"
X8Y4UL4G,"{'Called up share capital not paid  ': 'NaN', 'Net assets  ': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4UL6O,"{'Called up share capital not paid  ': 'NaN', 'Net assets  ': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4ULBL,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4ULYO,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4UMQ0,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UN56,"{'Fixed assets  32907': '23938', 'Current assets  ': 'NaN', 'Prepayments and accrued income ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current (liabilities) /assets  6773': '-3071', 'Total assets less current liabilities  39680': '20867', 'Creditors: amounts falling due after': 'NaN', 'Accruals and deferred income  (7844': '-3625', 'Net assets  14782': '4539', 'Capital and reserves  14782': '4539', 'and contingent liabilities. The company had total annual financial commitments under non-cancellable': 'NaN'}"
X8Y4UNU2,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4UNWI,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4UOIX,"{'Called up share capital not paid': 'NaN', 'Fixed Assets': 'NaN', 'Current Assets': 'NaN', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities': 'NaN', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y4UOLU,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UPU8,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UQ41,"{'Fixed Assets  779': '522', 'Current Assets  13571': '17165', 'Creditors: amounts falling due within one year  (13954': '-17234', 'Net current assets (liabilities)  (383': '69', 'Total assets less current liabilities  396': '453', 'Provisions for liabilities  (148': '-99', 'Total net assets (liabilities)  248': '354', 'Capital and reserves  248': '354'}"
X8Y4URUI,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4URYJ,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4USA0,"{'Called up share capital not paid  ': 'NaN', 'Net assets  ': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4UT0O,"{'Called up share capital not paid - Fixed Assets': 'NaN', 'Current Assets': 'NaN', 'Prepayments and accrued income - Creditors: amounts falling due within one year  (9334': '-8284', 'Net current assets (liabilities)  1551': '2601', 'Total assets less current liabilities  1551': '2601', 'Creditors: amounts falling due after more than one': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)  1551': '2601', 'Capital and reserves  1551': '2601'}"
X8Y4UT4O,"{'Fixed Assets  423': '317', 'Current Assets  20131': '65', 'Creditors: amounts falling due within one year  (19579': '-20913', 'Net current assets (liabilities)  552': '-20848', 'Total assets less current liabilities  975': '-20531', 'Total net assets (liabilities)  975': '-20531', 'Capital and reserves  975': '-20531'}"
X8Y4UT6H,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '100', 'Net assets  ': '100', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4UU5U,"{'Current assets  ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current assets  10433': '6799', 'Total assets less current liabilities  10433': '6799', 'Net assets  10433': '6799', 'Capital and reserves  10433': '6799'}"
X8Y4UUKG,"{'. Called up share capital not paid': '0', 'Current assets': 'NaN', 'Cash at bank and in hand .00': '100', 'Net assets .00': '100', 'Issued share capital': 'NaN', ' Ordinary Shares of AÂ£1.00 each .00': '100', 'Total Shareholder funds .00': '100'}"
X8Y4UVSY,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UWY8,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4UX4H,"{' Creditors: amounts falling due within one year': '3739', 'Net current assets (liabilities)': '-3739', 'Total assets less current liabilities .739': '-3', 'Total net assets (liabilities)': '-3739', 'Capital and reserves ': '3139'}"
X8Y4UX4P,"{'Current Assets  2252': '1891', 'Creditors: amounts falling due within one year  (2250': '-1889', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves': 'NaN'}"
